SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
OC(=O)C/C=C/C1=CNC(=NC1)C1=CCON1;4/000000132;InChI=1S/C11H13N3O3/c15-10(16)3-1-2-8-6-12-11(13-7-8)9-4-5-17-14-9/h1-2,4,6,14H,3,5,7H2,(H,12,13)(H,15,16)/b2-1+;C11H13N3O3;235;0.36;4.17;-2.35;20.40;-160
SC[C@@H](C1=CN=C(N1)/C=C/COC(=O)CC)O;4/000000086;InChI=1S/C11H16N2O3S/c1-2-11(15)16-5-3-4-10-12-6-8(13-10)9(14)7-17/h3-4,6,9,14,17H,2,5,7H2,1H3,(H,12,13)/b4-3+/t9-/m0/s1;C11H16N2O3S;256;0.73;3.35;-2.72;5.09;-170
OC(=O)C/C=C/C1=CNC=N[C@H]1C#CC;4/000000061;InChI=1S/C11H12N2O2/c1-2-4-10-9(7-12-8-13-10)5-3-6-11(14)15/h3,5,7-8,10H,6H2,1H3,(H,12,13)(H,14,15)/b5-3+/t10-/m0/s1;C11H12N2O2;204;0.86;3.64;-2.80;3.72;-170
OC(=O)C/C=C/C1=CNC(=NC1)CF;4/000000113;InChI=1S/C9H11FN2O2/c10-4-8-11-5-7(6-12-8)2-1-3-9(13)14/h1-2,5H,3-4,6H2,(H,11,12)(H,13,14)/b2-1+;C9H11N2O2F;198;0.16;3.35;-1.27;2.22;0
OC(=O)C/C=C/C1=CNC(=NC1)C1=C(Br)C=NN1;4/000000001;InChI=1S/C11H11BrN4O2/c12-8-6-15-16-10(8)11-13-4-7(5-14-11)2-1-3-9(17)18/h1-2,4,6H,3,5H2,(H,13,14)(H,15,16)(H,17,18)/b2-1+;C11H11N4O2Br;311;1.27;4.27;-1.16;23.90;-160
SC[C@@H](C1=CN=C(N1)/C=C/COC(=O)CC)O;4/000000123;InChI=1S/C11H16N2O3S/c1-2-11(15)16-5-3-4-10-12-6-8(13-10)9(14)7-17/h3-4,6,9,14,17H,2,5,7H2,1H3,(H,12,13)/b4-3+/t9-/m0/s1;C11H16N2O3S;256;0.73;3.60;-0.10;5.09;-170
SCC/C=C/C1=NC(=CN1)[C@H](CCl)N(=O)=O;4/000000139;InChI=1S/C9H12ClN3O2S/c10-5-8(13(14)15)7-6-11-9(12-7)3-1-2-4-16/h1,3,6,8,16H,2,4-5H2,(H,11,12)/b3-1+/t8-/m0/s1;C9H12N3O2SCl;261;2.13;3.28;0.51;3.85;-190
OC(=O)C/C=C/C1=CNC(=NC1)CF;4/000000110;InChI=1S/C9H11FN2O2/c10-4-8-11-5-7(6-12-8)2-1-3-9(13)14/h1-2,5H,3-4,6H2,(H,11,12)(H,13,14)/b2-1+;C9H11N2O2F;198;0.16;3.37;-0.88;2.22;0
OC(=O)C/C=C/C1=CNC=N[C@H]1C#CCN(=O)=O;4/000000157;InChI=1S/C11H11N3O4/c15-11(16)5-1-3-9-7-12-8-13-10(9)4-2-6-14(17)18/h1,3,7-8,10H,5-6H2,(H,12,13)(H,15,16)/b3-1+/t10-/m0/s1;C11H11N3O4;249;0.15;3.83;-4.73;23.50;-150
OCC1C=C(Cl)C(=CC=1[C@H](N(=O)=O)C#CCN)Cl;4/000000176;InChI=1S/C11H10Cl2N2O3/c12-9-4-7(6-16)8(5-10(9)13)11(15(17)18)2-1-3-14/h4-5,11,16H,3,6,14H2/t11-/m1/s1;C11H10N2O3Cl2;288;1.91;3.57;-8.01;19.40;-158
SCC/C=C/C1=NC(=CN1)C1=CSN=N1;4/000000046;InChI=1S/C9H10N4S2/c14-4-2-1-3-9-10-5-7(11-9)8-6-15-13-12-8/h1,3,5-6,14H,2,4H2,(H,10,11)/b3-1+;C9H10N4S2;238;3.35;3.22;-1.11;23.20;-100
OC(=O)C1=C(N=CN1)[C@@H](/C=C/C1=C(S)C=C(C(=C1)Cl)Cl)S;4/000000101;InChI=1S/C13H10Cl2N2O2S2/c14-7-3-6(10(21)4-8(7)15)1-2-9(20)11-12(13(18)19)17-5-16-11/h1-5,9,20-21H,(H,16,17)(H,18,19)/b2-1+/t9-/m1/s1;C13H10N2O2S2Cl2;360;4.00;3.85;-8.67;3.72;-191
OC(=O)C/C=C/C1=CNC(=NC1)C1=CC=CO1;4/000000147;InChI=1S/C12H12N2O3/c15-11(16)5-1-3-9-7-13-12(14-8-9)10-4-2-6-17-10/h1-4,6-7H,5,8H2,(H,13,14)(H,15,16)/b3-1+;C12H12N2O3;232;0.48;3.30;-3.01;20.60;-160
OC(=O)C/C=C/C1=CNC(=NC1)C1=CC=CO1;4/000000146;InChI=1S/C12H12N2O3/c15-11(16)5-1-3-9-7-13-12(14-8-9)10-4-2-6-17-10/h1-4,6-7H,5,8H2,(H,13,14)(H,15,16)/b3-1+;C12H12N2O3;232;0.48;3.32;-2.85;20.60;-160
OC(=O)C/C=C/C1=CNC(=NC1)CSCC;4/000000127;InChI=1S/C11H16N2O2S/c1-2-16-8-10-12-6-9(7-13-10)4-3-5-11(14)15/h3-4,6H,2,5,7-8H2,1H3,(H,12,13)(H,14,15)/b4-3+;C11H16N2O2S;240;0.92;3.10;-2.49;18.00;-60
OC(=O)C/C=C/C1=CNC=N[C@H]1C#CCN(=O)=O;4/000000156;InChI=1S/C11H11N3O4/c15-11(16)5-1-3-9-7-12-8-13-10(9)4-2-6-14(17)18/h1,3,7-8,10H,5-6H2,(H,12,13)(H,15,16)/b3-1+/t10-/m0/s1;C11H11N3O4;249;0.15;3.84;-4.92;23.50;-170
SCC1=NC=C(O1)C1=CC=C(C(=C1S)Cl)Cl;4/000000204;InChI=1S/C10H7Cl2NOS2/c11-6-2-1-5(10(16)9(6)12)7-3-13-8(4-15)14-7/h1-3,15-16H,4H2;C10H7NOS2Cl2;291;3.81;3.03;-5.02;2.22;-172
SCC/C=C/C1=NC(=CN1)C1=CSN=N1;4/000000053;InChI=1S/C9H10N4S2/c14-4-2-1-3-9-10-5-7(11-9)8-6-15-13-12-8/h1,3,5-6,14H,2,4H2,(H,10,11)/b3-1+;C9H10N4S2;238;3.35;3.08;-0.62;23.20;-100
OC(=O)C/C=C/C1=CNC(=NC1)C(F)F;4/000000033;InChI=1S/C9H10F2N2O2/c10-8(11)9-12-4-6(5-13-9)2-1-3-7(14)15/h1-2,4,8H,3,5H2,(H,12,13)(H,14,15)/b2-1+;C9H10N2O2F2;216;0.30;3.47;-1.59;3.72;-150
SC1=NC(=CN1)C1C=NC(=CC=1N(=O)=O)S;4/000000188;InChI=1S/C8H6N4O2S2/c13-12(14)6-1-7(15)9-2-4(6)5-3-10-8(16)11-5/h1-3H,(H,9,15)(H2,10,11,16);C8H6N4O2S2;254;1.72;3.05;-7.61;19.90;-120
OC(=O)C/C=C/C1=CNC(=NC1)C1=CCC=C1;4/000000067;InChI=1S/C13H14N2O2/c16-12(17)7-3-4-10-8-14-13(15-9-10)11-5-1-2-6-11/h1,3-6,8H,2,7,9H2,(H,14,15)(H,16,17)/b4-3+;C13H14N2O2;230;0.69;3.72;-2.03;20.00;-160
OC(=O)C/C=C/C1=CNC(=NC1)C1=CC=CO1;4/000000012;InChI=1S/C12H12N2O3/c15-11(16)5-1-3-9-7-13-12(14-8-9)10-4-2-6-17-10/h1-4,6-7H,5,8H2,(H,13,14)(H,15,16)/b3-1+;C12H12N2O3;232;0.48;3.63;-1.65;20.60;-180
OC(=O)C/C=C/C1=CNC(=NC1)C(F)F;4/000000121;InChI=1S/C9H10F2N2O2/c10-8(11)9-12-4-6(5-13-9)2-1-3-7(14)15/h1-2,4,8H,3,5H2,(H,12,13)(H,14,15)/b2-1+;C9H10N2O2F2;216;0.30;3.58;-0.52;3.72;-150
OC(=O)C/C=C/C1=CNC(=NC1)CF;4/000000117;InChI=1S/C9H11FN2O2/c10-4-8-11-5-7(6-12-8)2-1-3-9(13)14/h1-2,5H,3-4,6H2,(H,11,12)(H,13,14)/b2-1+;C9H11N2O2F;198;0.16;3.33;-1.60;2.22;-20
SC1=NC(=CN1)C1C=NC(=CC=1N(=O)=O)S;4/000000191;InChI=1S/C8H6N4O2S2/c13-12(14)6-1-7(15)9-2-4(6)5-3-10-8(16)11-5/h1-3H,(H,9,15)(H2,10,11,16);C8H6N4O2S2;254;1.72;3.05;-7.70;19.90;-120
SC1N=CC(=CC=1)[C@@](CS)(CO)C1=CNC=N1;4/000000103;InChI=1S/C11H13N3OS2/c15-5-11(6-16,9-4-12-7-14-9)8-1-2-10(17)13-3-8/h1-4,7,15-16H,5-6H2,(H,12,14)(H,13,17)/t11-/m0/s1;C11H13N3OS2;267;1.30;3.06;-4.02;17.70;-150
S[C@H](C/C=C/C1=NC=CN1)C1=NC=CO1;4/000000120;InChI=1S/C10H11N3OS/c15-8(10-13-6-7-14-10)2-1-3-9-11-4-5-12-9/h1,3-8,15H,2H2,(H,11,12)/b3-1+/t8-/m1/s1;C10H11N3OS;221;0.53;3.07;0.47;2.22;-150
OC(=O)C/C=C/C1=CNC(=NC1)C=C;4/000000075;InChI=1S/C10H12N2O2/c1-2-9-11-6-8(7-12-9)4-3-5-10(13)14/h2-4,6H,1,5,7H2,(H,11,12)(H,13,14)/b4-3+;C10H12N2O2;192;0.35;3.42;-1.50;2.22;0
OC(=O)C/C=C/C1=CNC=N[C@H]1C#CCNNC;4/000000145;InChI=1S/C12H16N4O2/c1-13-16-7-3-5-11-10(8-14-9-15-11)4-2-6-12(17)18/h2,4,8-9,11,13,16H,6-7H2,1H3,(H,14,15)(H,17,18)/b4-2+/t11-/m0/s1;C12H16N4O2;248;0.90;3.46;-5.23;21.70;-190
OC(=O)C/C=C/C1=CNC(=NC1)C1=CCON1;4/000000137;InChI=1S/C11H13N3O3/c15-10(16)3-1-2-8-6-12-11(13-7-8)9-4-5-17-14-9/h1-2,4,6,14H,3,5,7H2,(H,12,13)(H,15,16)/b2-1+;C11H13N3O3;235;0.36;3.73;-1.87;20.40;-180
OC[C@H](CNN)C1C=CC=C2C=1COC2=O;4/000000183;InChI=1S/C11H14N2O3/c12-13-4-7(5-14)8-2-1-3-9-10(8)6-16-11(9)15/h1-3,7,13-14H,4-6,12H2/t7-/m0/s1;C11H14N2O3;222;-0.14;3.21;-6.35;13.20;-190
OC(=O)C/C=C/C1=CNC=N[C@H]1CCS(=O)(=O)C;4/000000059;InChI=1S/C11H16N2O4S/c1-18(16,17)6-5-10-9(7-12-8-13-10)3-2-4-11(14)15/h2-3,7-8,10H,4-6H2,1H3,(H,12,13)(H,14,15)/b3-2+/t10-/m0/s1;C11H16N2O4S;272;0.21;3.60;-4.89;3.58;-190
OC(=O)C/C=C/C1=CNC(=NC1)C=C;4/000000115;InChI=1S/C10H12N2O2/c1-2-9-11-6-8(7-12-9)4-3-5-10(13)14/h2-4,6H,1,5,7H2,(H,11,12)(H,13,14)/b4-3+;C10H12N2O2;192;0.35;3.49;-1.35;2.22;-20
SC[C@@H](C1=CN=C(N1)/C=C/COC(=O)CC)O;4/000000088;InChI=1S/C11H16N2O3S/c1-2-11(15)16-5-3-4-10-12-6-8(13-10)9(14)7-17/h3-4,6,9,14,17H,2,5,7H2,1H3,(H,12,13)/b4-3+/t9-/m0/s1;C11H16N2O3S;256;0.73;3.56;-1.21;5.09;-170
SCC/C=C/C1=NC(=CN1)C1=CSN=N1;4/000000054;InChI=1S/C9H10N4S2/c14-4-2-1-3-9-10-5-7(11-9)8-6-15-13-12-8/h1,3,5-6,14H,2,4H2,(H,10,11)/b3-1+;C9H10N4S2;238;3.35;3.16;-1.34;23.20;-100
SC1=NC(=CN1)C1C=NC(=CC=1N(=O)=O)S;4/000000190;InChI=1S/C8H6N4O2S2/c13-12(14)6-1-7(15)9-2-4(6)5-3-10-8(16)11-5/h1-3H,(H,9,15)(H2,10,11,16);C8H6N4O2S2;254;1.72;3.05;-8.11;19.90;-120
S[C@H](C/C=C/C1=NC=CN1)C1=NC=CO1;4/000000073;InChI=1S/C10H11N3OS/c15-8(10-13-6-7-14-10)2-1-3-9-11-4-5-12-9/h1,3-8,15H,2H2,(H,11,12)/b3-1+/t8-/m1/s1;C10H11N3OS;221;0.53;3.07;0.47;2.22;-150
SC[C@@H](C1=CN=C(N1)/C=C/COC(=O)CC)O;4/000000091;InChI=1S/C11H16N2O3S/c1-2-11(15)16-5-3-4-10-12-6-8(13-10)9(14)7-17/h3-4,6,9,14,17H,2,5,7H2,1H3,(H,12,13)/b4-3+/t9-/m0/s1;C11H16N2O3S;256;0.73;3.51;-2.58;5.09;-170
SCC/C=C/C1=NC(=CN1)C1=CSN=N1;4/000000048;InChI=1S/C9H10N4S2/c14-4-2-1-3-9-10-5-7(11-9)8-6-15-13-12-8/h1,3,5-6,14H,2,4H2,(H,10,11)/b3-1+;C9H10N4S2;238;3.35;3.08;-0.86;23.20;-120
SCC/C=C/C1=NC(=C(N1)CCC)C1=NN=CS1;4/000000168;InChI=1S/C12H16N4S2/c1-2-5-9-11(12-16-13-8-18-12)15-10(14-9)6-3-4-7-17/h3,6,8,17H,2,4-5,7H2,1H3,(H,14,15)/b6-3+;C12H16N4S2;280;3.67;3.25;-2.41;25.00;-160
SC1=C(Cl)C(Cl)=CC(=C1)CNCCON;4/000000192;InChI=1S/C9H12Cl2N2OS/c10-7-3-6(4-8(15)9(7)11)5-13-1-2-14-12/h3-4,13,15H,1-2,5,12H2;C9H12N2OSCl2;266;1.94;3.11;-4.26;3.58;0
OC(=O)C/C=C/C1=CNC(=NC1)C(F)F;4/000000005;InChI=1S/C9H10F2N2O2/c10-8(11)9-12-4-6(5-13-9)2-1-3-7(14)15/h1-2,4,8H,3,5H2,(H,12,13)(H,14,15)/b2-1+;C9H10N2O2F2;216;0.30;3.58;-0.52;3.72;-150
OC(=O)C/C=C/C1=CNC(=NC1)C1=CC=CO1;4/000000011;InChI=1S/C12H12N2O3/c15-11(16)5-1-3-9-7-13-12(14-8-9)10-4-2-6-17-10/h1-4,6-7H,5,8H2,(H,13,14)(H,15,16)/b3-1+;C12H12N2O3;232;0.48;3.53;-2.45;20.60;-180
SCC/C=C/C1=NC(=CN1)C1=CSN=N1;4/000000052;InChI=1S/C9H10N4S2/c14-4-2-1-3-9-10-5-7(11-9)8-6-15-13-12-8/h1,3,5-6,14H,2,4H2,(H,10,11)/b3-1+;C9H10N4S2;238;3.35;3.13;-0.93;23.20;-120
OC(=O)C/C=C/C1=CNC(=NC1)CF;4/000000019;InChI=1S/C9H11FN2O2/c10-4-8-11-5-7(6-12-8)2-1-3-9(13)14/h1-2,5H,3-4,6H2,(H,11,12)(H,13,14)/b2-1+;C9H11N2O2F;198;0.16;3.39;-0.09;2.22;0
OC(=O)C/C=C/C1=CNC(=NC1)C=C;4/000000116;InChI=1S/C10H12N2O2/c1-2-9-11-6-8(7-12-9)4-3-5-10(13)14/h2-4,6H,1,5,7H2,(H,11,12)(H,13,14)/b4-3+;C10H12N2O2;192;0.35;3.42;-1.50;2.22;0
OC(=O)C/C=C/C1=CN(C=N[C@H]1C#CC)CC(=O)O;4/000000163;InChI=1S/C13H14N2O4/c1-2-4-11-10(5-3-6-12(16)17)7-15(9-14-11)8-13(18)19/h3,5,7,9,11H,6,8H2,1H3,(H,16,17)(H,18,19)/b5-3+/t11-/m0/s1;C13H14N2O4;262;0.54;3.87;-3.24;22.90;-170
OC(=O)C/C=C/C1=CNC(=NC1)C1=CCOC1;4/000000041;InChI=1S/C12H14N2O3/c15-11(16)3-1-2-9-6-13-12(14-7-9)10-4-5-17-8-10/h1-2,4,6H,3,5,7-8H2,(H,13,14)(H,15,16)/b2-1+;C12H14N2O3;234;-0.25;3.54;-2.00;19.60;-160
OC(=O)C/C=C/C1=CNC(=NC1)C1=CCOC1;4/000000042;InChI=1S/C12H14N2O3/c15-11(16)3-1-2-9-6-13-12(14-7-9)10-4-5-17-8-10/h1-2,4,6H,3,5,7-8H2,(H,13,14)(H,15,16)/b2-1+;C12H14N2O3;234;-0.25;3.60;-1.68;19.60;-180
SC1=C(Cl)C(Cl)=CC(=C1)CNCS(=O)(=O)CC;4/000000198;InChI=1S/C10H13Cl2NO2S2/c1-2-17(14,15)6-13-5-7-3-8(11)10(12)9(16)4-7/h3-4,13,16H,2,5-6H2,1H3;C10H13NO2S2Cl2;313;2.97;3.15;-5.29;3.58;-56
SC[C@@H](C1=CN=C(N1)/C=C/COC(=O)C=C)O;4/000000093;InChI=1S/C11H14N2O3S/c1-2-11(15)16-5-3-4-10-12-6-8(13-10)9(14)7-17/h2-4,6,9,14,17H,1,5,7H2,(H,12,13)/b4-3+/t9-/m0/s1;C11H14N2O3S;254;0.77;3.53;-0.96;5.09;-150
OC(=O)C/C=C/C1=CNC(=NC1)C=C;4/000000106;InChI=1S/C10H12N2O2/c1-2-9-11-6-8(7-12-9)4-3-5-10(13)14/h2-4,6H,1,5,7H2,(H,11,12)(H,13,14)/b4-3+;C10H12N2O2;192;0.35;3.51;-0.41;2.22;0
OC(=O)C/C=C/C1=CNC(=NC1)C1=CCC=C1;4/000000069;InChI=1S/C13H14N2O2/c16-12(17)7-3-4-10-8-14-13(15-9-10)11-5-1-2-6-11/h1,3-6,8H,2,7,9H2,(H,14,15)(H,16,17)/b4-3+;C13H14N2O2;230;0.69;3.81;-2.12;20.00;-180
OC(=O)C/C=C/C1=CN(C=N[C@H]1C#CC)CC(=O)O;4/000000164;InChI=1S/C13H14N2O4/c1-2-4-11-10(5-3-6-12(16)17)7-15(9-14-11)8-13(18)19/h3,5,7,9,11H,6,8H2,1H3,(H,16,17)(H,18,19)/b5-3+/t11-/m0/s1;C13H14N2O4;262;0.54;3.91;-3.16;22.90;-170
OC(=O)C/C=C/C1=CNC(=NC1)C1=CC=CO1;4/000000016;InChI=1S/C12H12N2O3/c15-11(16)5-1-3-9-7-13-12(14-8-9)10-4-2-6-17-10/h1-4,6-7H,5,8H2,(H,13,14)(H,15,16)/b3-1+;C12H12N2O3;232;0.48;3.62;-1.87;20.60;-180
SCC/C=C/C1=NC(=CN1)C1=CSN=N1;4/000000047;InChI=1S/C9H10N4S2/c14-4-2-1-3-9-10-5-7(11-9)8-6-15-13-12-8/h1,3,5-6,14H,2,4H2,(H,10,11)/b3-1+;C9H10N4S2;238;3.35;3.20;-1.43;23.20;-100
OC(=O)C/C=C/C1=CNC(=NC1)C1=CCOC1;4/000000039;InChI=1S/C12H14N2O3/c15-11(16)3-1-2-9-6-13-12(14-7-9)10-4-5-17-8-10/h1-2,4,6H,3,5,7-8H2,(H,13,14)(H,15,16)/b2-1+;C12H14N2O3;234;-0.25;3.62;-1.44;19.60;-180
SC[C@@H](C1=CN=C(N1)/C=C/COC(=O)C=C)O;4/000000096;InChI=1S/C11H14N2O3S/c1-2-11(15)16-5-3-4-10-12-6-8(13-10)9(14)7-17/h2-4,6,9,14,17H,1,5,7H2,(H,12,13)/b4-3+/t9-/m0/s1;C11H14N2O3S;254;0.77;3.52;-1.86;5.09;-150
OC(=O)C/C=C/C1=CNC(=NC1)C1=CC=CO1;4/000000014;InChI=1S/C12H12N2O3/c15-11(16)5-1-3-9-7-13-12(14-8-9)10-4-2-6-17-10/h1-4,6-7H,5,8H2,(H,13,14)(H,15,16)/b3-1+;C12H12N2O3;232;0.48;3.58;-1.99;20.60;-160
SC1=NC(=CN1)C1C=NC(=CC=1N(=O)=O)S;4/000000187;InChI=1S/C8H6N4O2S2/c13-12(14)6-1-7(15)9-2-4(6)5-3-10-8(16)11-5/h1-3H,(H,9,15)(H2,10,11,16);C8H6N4O2S2;254;1.72;3.08;-7.40;19.90;-120
C#CCC[C@@H]1N=CNC=C1/C=C/CC(=O)O;4/000000036;InChI=1S/C12H14N2O2/c1-2-3-6-11-10(8-13-9-14-11)5-4-7-12(15)16/h1,4-5,8-9,11H,3,6-7H2,(H,13,14)(H,15,16)/b5-4+/t11-/m0/s1;C12H14N2O2;218;0.82;3.47;-3.76;3.72;-150
SC1=NC(=CN1)C1C=NC(=CC=1N(=O)=O)S;4/000000186;InChI=1S/C8H6N4O2S2/c13-12(14)6-1-7(15)9-2-4(6)5-3-10-8(16)11-5/h1-3H,(H,9,15)(H2,10,11,16);C8H6N4O2S2;254;1.72;3.09;-8.29;19.90;-120
OC(=O)C/C=C/C1=CNC(=NC1)C1=NOC=N1;4/000000085;InChI=1S/C10H10N4O3/c15-8(16)3-1-2-7-4-11-9(12-5-7)10-13-6-17-14-10/h1-2,4,6H,3,5H2,(H,11,12)(H,15,16)/b2-1+;C10H10N4O3;234;-0.04;3.58;-1.54;23.40;-180
OC(=O)C/C=C/C1=CN(C=N[C@H]1C#CC)CC(=O)O;4/000000166;InChI=1S/C13H14N2O4/c1-2-4-11-10(5-3-6-12(16)17)7-15(9-14-11)8-13(18)19/h3,5,7,9,11H,6,8H2,1H3,(H,16,17)(H,18,19)/b5-3+/t11-/m0/s1;C13H14N2O4;262;0.54;3.80;-3.52;22.90;-170
OC(=O)C/C=C/C1=CNC=N[C@H]1CBr;4/000000055;InChI=1S/C9H11BrN2O2/c10-4-8-7(5-11-6-12-8)2-1-3-9(13)14/h1-2,5-6,8H,3-4H2,(H,11,12)(H,13,14)/b2-1+/t8-/m0/s1;C9H11N2O2Br;259;1.14;3.68;-2.23;2.22;-150
SC1N=CC(=CC=1)C1=NNC(=C1/C=C\N)C(=O)O;4/000000185;InChI=1S/C11H10N4O2S/c12-4-3-7-9(14-15-10(7)11(16)17)6-1-2-8(18)13-5-6/h1-5H,12H2,(H,13,18)(H,14,15)(H,16,17)/b4-3-;C11H10N4O2S;262;1.18;3.37;-4.56;20.70;-140
C1=CNC(=N1)/C=C/COC(=O)CNNCC;4/000000118;InChI=1S/C10H16N4O2/c1-2-13-14-8-10(15)16-7-3-4-9-11-5-6-12-9/h3-6,13-14H,2,7-8H2,1H3,(H,11,12)/b4-3+;C10H16N4O2;224;0.98;3.03;0.56;2.22;-20
OC(=O)C/C=C/C1=CNC(=NC1)[C@@H](CS)CO;4/000000056;InChI=1S/C11H16N2O3S/c14-6-9(7-17)11-12-4-8(5-13-11)2-1-3-10(15)16/h1-2,4,9,14,17H,3,5-7H2,(H,12,13)(H,15,16)/b2-1+/t9-/m1/s1;C11H16N2O3S;256;-0.28;3.57;-3.44;19.20;-190
OC(=O)C/C=C/C1=CNC(=NC1)CSCC;4/000000126;InChI=1S/C11H16N2O2S/c1-2-16-8-10-12-6-9(7-13-10)4-3-5-11(14)15/h3-4,6H,2,5,7-8H2,1H3,(H,12,13)(H,14,15)/b4-3+;C11H16N2O2S;240;0.92;3.18;-3.11;18.00;-40
OC(=O)C/C=C/C1=CNC=N[C@H]1C#CCNNC;4/000000144;InChI=1S/C12H16N4O2/c1-13-16-7-3-5-11-10(8-14-9-15-11)4-2-6-12(17)18/h2,4,8-9,11,13,16H,6-7H2,1H3,(H,14,15)(H,17,18)/b4-2+/t11-/m0/s1;C12H16N4O2;248;0.90;3.54;-6.36;21.70;-190
OC(=O)C/C=C/C1=CNC=N[C@H]1C#CC;4/000000062;InChI=1S/C11H12N2O2/c1-2-4-10-9(7-12-8-13-10)5-3-6-11(14)15/h3,5,7-8,10H,6H2,1H3,(H,12,13)(H,14,15)/b5-3+/t10-/m0/s1;C11H12N2O2;204;0.86;3.65;-2.94;3.72;-170
OC(=O)C/C=C/C1=CNC(=NC1)C=C;4/000000111;InChI=1S/C10H12N2O2/c1-2-9-11-6-8(7-12-9)4-3-5-10(13)14/h2-4,6H,1,5,7H2,(H,11,12)(H,13,14)/b4-3+;C10H12N2O2;192;0.35;3.50;-1.15;2.22;-20
OCC1C=C(Cl)C(=CC=1[C@H](N(=O)=O)C#CCN)Cl;4/000000170;InChI=1S/C11H10Cl2N2O3/c12-9-4-7(6-16)8(5-10(9)13)11(15(17)18)2-1-3-14/h4-5,11,16H,3,6,14H2/t11-/m1/s1;C11H10N2O3Cl2;288;1.91;3.74;-7.15;19.40;-171
SCC/C=C/C1=NC(=C(N1)CCC)C1=NN=CS1;4/000000167;InChI=1S/C12H16N4S2/c1-2-5-9-11(12-16-13-8-18-12)15-10(14-9)6-3-4-7-17/h3,6,8,17H,2,4-5,7H2,1H3,(H,14,15)/b6-3+;C12H16N4S2;280;3.67;3.25;-1.81;25.00;-160
C#CCCCC1=NCC(=CN1)/C=C/CC(=O)O;4/000000161;InChI=1S/C13H16N2O2/c1-2-3-4-7-12-14-9-11(10-15-12)6-5-8-13(16)17/h1,5-6,9H,3-4,7-8,10H2,(H,14,15)(H,16,17)/b6-5+;C13H16N2O2;232;0.67;3.24;-3.35;3.58;-40
OC(=O)C/C=C/C1=CNC(=NC1)C=C;4/000000076;InChI=1S/C10H12N2O2/c1-2-9-11-6-8(7-12-9)4-3-5-10(13)14/h2-4,6H,1,5,7H2,(H,11,12)(H,13,14)/b4-3+;C10H12N2O2;192;0.35;3.51;-0.41;2.22;0
OC(=O)C/C=C/C1=CNC(=NC1)CF;4/000000029;InChI=1S/C9H11FN2O2/c10-4-8-11-5-7(6-12-8)2-1-3-9(13)14/h1-2,5H,3-4,6H2,(H,11,12)(H,13,14)/b2-1+;C9H11N2O2F;198;0.16;3.35;-1.27;2.22;0
OC(=O)C/C=C/C1=CNC=N[C@H]1C#CCC[NH2+]C;4/000000131;InChI=1S/C13H17N3O2/c1-14-8-3-2-6-12-11(9-15-10-16-12)5-4-7-13(17)18/h4-5,9-10,12,14H,3,7-8H2,1H3,(H,15,16)(H,17,18)/p+1/b5-4+/t12-/m0/s1;C13H18N3O2;248;0.30;3.36;-4.48;20.90;-170
OC(=O)C/C=C/C1=CNC(=NC1)C1=C(Br)C=NN1;4/000000002;InChI=1S/C11H11BrN4O2/c12-8-6-15-16-10(8)11-13-4-7(5-14-11)2-1-3-9(17)18/h1-2,4,6H,3,5H2,(H,13,14)(H,15,16)(H,17,18)/b2-1+;C11H11N4O2Br;311;1.27;4.50;-2.49;23.90;-160
OC(=O)C/C=C/C1=CNC(=NC1)C1=CC=CO1;4/000000152;InChI=1S/C12H12N2O3/c15-11(16)5-1-3-9-7-13-12(14-8-9)10-4-2-6-17-10/h1-4,6-7H,5,8H2,(H,13,14)(H,15,16)/b3-1+;C12H12N2O3;232;0.48;3.31;-1.68;20.60;-160
OC(=O)C/C=C/C1=CNC(=NC1)C1=CCOC1;4/000000043;InChI=1S/C12H14N2O3/c15-11(16)3-1-2-9-6-13-12(14-7-9)10-4-5-17-8-10/h1-2,4,6H,3,5,7-8H2,(H,13,14)(H,15,16)/b2-1+;C12H14N2O3;234;-0.25;3.63;-1.75;19.60;-180
SC1N=CC(=CC=1)C1=NNC(=C1)C(=O)OCCS;4/000000179;InChI=1S/C11H11N3O2S2/c15-11(16-3-4-17)9-5-8(13-14-9)7-1-2-10(18)12-6-7/h1-2,5-6,17H,3-4H2,(H,12,18)(H,13,14);C11H11N3O2S2;281;2.49;3.70;-3.19;20.80;-160
SC1=C(Cl)C(Cl)=CC(=C1)CC#CCC1=NCON1;4/000000196;InChI=1S/C12H10Cl2N2OS/c13-9-5-8(6-10(18)12(9)14)3-1-2-4-11-15-7-17-16-11/h5-6,18H,3-4,7H2,(H,15,16);C12H10N2OSCl2;300;4.00;3.40;-6.61;19.80;-42
OC(=O)C/C=C/C1=CNC=N[C@H]1CC=C;4/000000065;InChI=1S/C11H14N2O2/c1-2-4-10-9(7-12-8-13-10)5-3-6-11(14)15/h2-3,5,7-8,10H,1,4,6H2,(H,12,13)(H,14,15)/b5-3+/t10-/m0/s1;C11H14N2O2;206;0.81;3.55;-2.15;3.58;-150
OC(=O)C/C=C/C1=CNC(=NC1)C1=CCC=C1;4/000000068;InChI=1S/C13H14N2O2/c16-12(17)7-3-4-10-8-14-13(15-9-10)11-5-1-2-6-11/h1,3-6,8H,2,7,9H2,(H,14,15)(H,16,17)/b4-3+;C13H14N2O2;230;0.69;3.78;-1.71;20.00;-180
