SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
N1CC=C(N(C1)C1C=C(OC)C=CC=1N)C(=O)[O-];3/000000249;InChI=1S/C12H15N3O3/c1-18-8-2-3-9(13)11(6-8)15-7-14-5-4-10(15)12(16)17/h2-4,6,14H,5,7,13H2,1H3,(H,16,17)/p-1;C12H14N3O3;248;0.62;3.40;-2.19;16.20;-180
OCCC1N=CC(=CC=1)N1C(=CCNC1)C(=O)[O-];3/000000333;InChI=1S/C12H15N3O3/c16-6-4-9-1-2-10(7-14-9)15-8-13-5-3-11(15)12(17)18/h1-3,7,13,16H,4-6,8H2,(H,17,18)/p-1;C12H14N3O3;248;-0.30;3.61;-1.98;16.00;-160
OC(=O)C1C=CC=C2C=1N/C(=C/CCl)/C2;3/000000055;InChI=1S/C11H10ClNO2/c12-5-4-8-6-7-2-1-3-9(11(14)15)10(7)13-8/h1-4,13H,5-6H2,(H,14,15)/b8-4+;C11H10NO2Cl;223;2.41;3.25;-2.72;2.22;-40
C1=NC=CN1CCNC(=O)C/C=C\1/NC2C(C1)=CC=C(C=2)CC;3/000000185;InChI=1S/C18H22N4O/c1-2-14-3-4-15-12-16(21-17(15)11-14)5-6-18(23)20-8-10-22-9-7-19-13-22/h3-5,7,9,11,13,21H,2,6,8,10,12H2,1H3,(H,20,23)/b16-5+;C18H22N4O;310;2.08;4.33;-5.20;5.09;-60
OC(=O)C/C=C\1/NC2C(C1)=CC(=CC=2)CC(=O)N;3/000000118;InChI=1S/C13H14N2O3/c14-12(16)6-8-1-3-11-9(5-8)7-10(15-11)2-4-13(17)18/h1-3,5,15H,4,6-7H2,(H2,14,16)(H,17,18)/b10-2+;C13H14N2O3;246;0.46;3.93;-2.62;3.58;-60
N1CC=C(N(C1)C1C=NC(=CC=1C=C)CCl)C(=O)[O-];3/000000144;InChI=1S/C13H14ClN3O2/c1-2-9-5-10(6-14)16-7-12(9)17-8-15-4-3-11(17)13(18)19/h2-3,5,7,15H,1,4,6,8H2,(H,18,19)/p-1;C13H13N3O2Cl;278;1.33;3.43;-4.31;18.10;-180
N(CCCC1=CC=C(C=C1)N1C(=CCNC1)C(=O)[O-])C;3/000000252;InChI=1S/C15H21N3O2/c1-16-9-2-3-12-4-6-13(7-5-12)18-11-17-10-8-14(18)15(19)20/h4-8,16-17H,2-3,9-11H2,1H3,(H,19,20)/p-1;C15H20N3O2;274;1.55;3.77;-0.65;16.80;-180
OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NC)/C2;3/000000056;InChI=1S/C13H14N2O3/c1-14-11(16)6-5-9-7-8-3-2-4-10(13(17)18)12(8)15-9/h2-5,15H,6-7H2,1H3,(H,14,16)(H,17,18)/b9-5+;C13H14N2O3;246;1.16;4.42;-3.11;3.58;-60
C1=NC(=CC=C1N1C(=CCNC1)C(=O)[O-])CCl;3/000000126;InChI=1S/C11H12ClN3O2/c12-5-8-1-2-9(6-14-8)15-7-13-4-3-10(15)11(16)17/h1-3,6,13H,4-5,7H2,(H,16,17)/p-1;C11H11N3O2Cl;252;0.82;3.20;-2.74;15.90;-160
OC(=O)C/C=C\1/NC2C(C1)=CC=CC=2C;3/000000111;InChI=1S/C12H13NO2/c1-8-3-2-4-9-7-10(13-12(8)9)5-6-11(14)15/h2-5,13H,6-7H2,1H3,(H,14,15)/b10-5+;C12H13NO2;203;1.98;3.93;-1.58;3.58;-60
OC(=O)C/C=C\1/NC2C(C1)=CC(=CC=2)C(=O)OC;3/000000062;InChI=1S/C13H13NO4/c1-18-13(17)8-2-4-11-9(6-8)7-10(14-11)3-5-12(15)16/h2-4,6,14H,5,7H2,1H3,(H,15,16)/b10-3+;C13H13NO4;247;1.69;3.60;-1.41;16.20;-80
OC(=O)C/C=C\1/NC2C(C1)=CC(=CC=2)CC(=O)N;3/000000408;InChI=1S/C13H14N2O3/c14-12(16)6-8-1-3-11-9(5-8)7-10(15-11)2-4-13(17)18/h1-3,5,15H,4,6-7H2,(H2,14,16)(H,17,18)/b10-2+;C13H14N2O3;246;0.46;4.06;-1.87;3.58;-60
O[C@H](CCN)CC/C=C\1/NC2C(C1)=CC=CC=2;3/000000411;InChI=1S/C14H20N2O/c15-9-8-13(17)6-3-5-12-10-11-4-1-2-7-14(11)16-12/h1-2,4-5,7,13,16-17H,3,6,8-10,15H2/b12-5+/t13-/m0/s1;C14H20N2O;232;1.65;4.19;2.30;3.58;-190
OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NC)/C2;3/000000405;InChI=1S/C13H14N2O3/c1-14-11(16)6-5-9-7-8-3-2-4-10(13(17)18)12(8)15-9/h2-5,15H,6-7H2,1H3,(H,14,16)(H,17,18)/b9-5+;C13H14N2O3;246;1.16;4.42;-3.11;3.58;-60
OC1C=CC(=CC=1N1C(=CCNC1)C(=O)[O-])OC;3/000000383;InChI=1S/C12H14N2O4/c1-18-8-2-3-11(15)10(6-8)14-7-13-5-4-9(14)12(16)17/h2-4,6,13,15H,5,7H2,1H3,(H,16,17)/p-1;C12H13N2O4;249;1.03;3.39;-1.77;16.00;-180
OC(=O)C/C=C\1/NC2C(C1)=CC(=CC=2)CC(=O)N;3/000000170;InChI=1S/C13H14N2O3/c14-12(16)6-8-1-3-11-9(5-8)7-10(15-11)2-4-13(17)18/h1-3,5,15H,4,6-7H2,(H2,14,16)(H,17,18)/b10-2+;C13H14N2O3;246;0.46;3.88;-2.71;3.58;-60
OCCC1N=CC(=CC=1)N1C(=CCNC1)C(=O)[O-];3/000000332;InChI=1S/C12H15N3O3/c16-6-4-9-1-2-10(7-14-9)15-8-13-5-3-11(15)12(17)18/h1-3,7,13,16H,4-6,8H2,(H,17,18)/p-1;C12H14N3O3;248;-0.30;3.74;-2.07;16.00;-160
OC(=O)C/C=C\1/NC2C(C1)=CC(=CC=2)CC(=O)N;3/000000161;InChI=1S/C13H14N2O3/c14-12(16)6-8-1-3-11-9(5-8)7-10(15-11)2-4-13(17)18/h1-3,5,15H,4,6-7H2,(H2,14,16)(H,17,18)/b10-2+;C13H14N2O3;246;0.46;4.06;-1.87;3.58;-60
[O-]C(=O)C1=CCNCN1C1C=CC=CC=1C(=O)N;3/000000340;InChI=1S/C12H13N3O3/c13-11(16)8-3-1-2-4-9(8)15-7-14-6-5-10(15)12(17)18/h1-5,14H,6-7H2,(H2,13,16)(H,17,18)/p-1;C12H12N3O3;246;0.40;3.25;-3.93;3.58;-160
OC(=O)C/C=C\1/NC2C(C1)=CC(=CC=2)CC(=O)N;3/000000275;InChI=1S/C13H14N2O3/c14-12(16)6-8-1-3-11-9(5-8)7-10(15-11)2-4-13(17)18/h1-3,5,15H,4,6-7H2,(H2,14,16)(H,17,18)/b10-2+;C13H14N2O3;246;0.46;3.78;-2.39;3.58;-60
OC(=O)C/C=C\1/NC2C(C1)=CC(=CC=2)CC(=O)N;3/000000167;InChI=1S/C13H14N2O3/c14-12(16)6-8-1-3-11-9(5-8)7-10(15-11)2-4-13(17)18/h1-3,5,15H,4,6-7H2,(H2,14,16)(H,17,18)/b10-2+;C13H14N2O3;246;0.46;3.93;-2.62;3.58;-60
N1CC=C(N(C1)C1C=C(OC)C=CC=1CBr)C(=O)[O-];3/000000240;InChI=1S/C13H15BrN2O3/c1-19-10-3-2-9(7-14)12(6-10)16-8-15-5-4-11(16)13(17)18/h2-4,6,15H,5,7-8H2,1H3,(H,17,18)/p-1;C13H14N2O3Br;326;2.23;3.78;-2.44;17.10;-180
OC(=O)C/C=C\1/NC2C(C1)=CC=CC=2;3/000000002;InChI=1S/C11H11NO2/c13-11(14)6-5-9-7-8-3-1-2-4-10(8)12-9/h1-5,12H,6-7H2,(H,13,14)/b9-5+;C11H11NO2;189;1.76;3.77;-2.12;2.22;-40
N1C2=CC(=CC=C2C/C/1=C\CC(=O)NCCOC)CC;3/000000076;InChI=1S/C16H22N2O2/c1-3-12-4-5-13-11-14(18-15(13)10-12)6-7-16(19)17-8-9-20-2/h4-6,10,18H,3,7-9,11H2,1-2H3,(H,17,19)/b14-6+;C16H22N2O2;274;1.84;3.64;-7.07;3.58;-140
OC/C=C\1/NC2C(C1)=CC=CC=2CNC(=O)C;3/000000029;InChI=1S/C13H16N2O2/c1-9(17)14-8-11-4-2-3-10-7-12(5-6-16)15-13(10)11/h2-5,15-16H,6-8H2,1H3,(H,14,17)/b12-5+;C13H16N2O2;232;0.92;3.30;-4.47;14.20;-120
C#CCC(=O)NC1=CC=C(C(=C1)Cl)CN;3/000000505;InChI=1S/C11H11ClN2O/c1-2-3-11(15)14-9-5-4-8(7-13)10(12)6-9/h1,4-6H,3,7,13H2,(H,14,15);C11H11N2OCl;222;1.11;3.18;-5.62;2.22;0
N1CC=C(N(C1)C1=CC=C(N=C1C)C=C)C(=O)[O-];3/000000245;InChI=1S/C13H15N3O2/c1-3-10-4-5-11(9(2)15-10)16-8-14-7-6-12(16)13(17)18/h3-6,14H,1,7-8H2,2H3,(H,17,18)/p-1;C13H14N3O2;244;1.18;3.33;-3.42;16.40;-180
C1=CCNCN1[C@@](CC#CC1=C(Cl)N=CN1)(C(=O)CC)Cl;3/000000131;InChI=1S/C14H16Cl2N4O/c1-2-12(21)14(16,20-8-4-7-17-10-20)6-3-5-11-13(15)19-9-18-11/h4,8-9,17H,2,6-7,10H2,1H3,(H,18,19)/t14-/m0/s1;C14H16N4OCl2;326;2.17;3.86;-5.52;3.58;-170
OC(=O)C/C=C\1/NC2C(C1)=CC=CC=2;3/000000269;InChI=1S/C11H11NO2/c13-11(14)6-5-9-7-8-3-1-2-4-10(8)12-9/h1-5,12H,6-7H2,(H,13,14)/b9-5+;C11H11NO2;189;1.76;3.35;-2.06;2.22;-40
C1=NC=CN1CCNC(=O)C/C=C\1/NC2C(C1)=CC=C(C=2)CC;3/000000179;InChI=1S/C18H22N4O/c1-2-14-3-4-15-12-16(21-17(15)11-14)5-6-18(23)20-8-10-22-9-7-19-13-22/h3-5,7,9,11,13,21H,2,6,8,10,12H2,1H3,(H,20,23)/b16-5+;C18H22N4O;310;2.08;4.39;-4.96;5.09;-60
OC(=O)C/C=C\1/NC2C(C1)=CC(=CC=2)CC(=O)N;3/000000271;InChI=1S/C13H14N2O3/c14-12(16)6-8-1-3-11-9(5-8)7-10(15-11)2-4-13(17)18/h1-3,5,15H,4,6-7H2,(H2,14,16)(H,17,18)/b10-2+;C13H14N2O3;246;0.46;3.93;-2.62;3.58;-60
OCC#CC1=C(OC=C1)[C@@H](C1=N[N]C(=[NH2])N1CF)O;3/000000152;InChI=1S/C11H11FN4O3/c12-6-16-10(14-15-11(16)13)8(18)9-7(2-1-4-17)3-5-19-9/h3,5,8,17-18H,4,6,13H2/t8-/m0/s1;C11H11N4O3F;266;-0.23;3.98;-3.53;2.22;-170
OCCC1N=CC(=CC=1)N1C(=CCNC1)C(=O)[O-];3/000000043;InChI=1S/C12H15N3O3/c16-6-4-9-1-2-10(7-14-9)15-8-13-5-3-11(15)12(17)18/h1-3,7,13,16H,4-6,8H2,(H,17,18)/p-1;C12H14N3O3;248;-0.30;3.74;-2.07;16.00;-160
OC(=O)CCCNC(=O)C/C=C\1/NC2C(C1)=CC=C(C=2)CC;3/000000196;InChI=1S/C17H22N2O3/c1-2-12-5-6-13-11-14(19-15(13)10-12)7-8-16(20)18-9-3-4-17(21)22/h5-7,10,19H,2-4,8-9,11H2,1H3,(H,18,20)(H,21,22)/b14-7+;C17H22N2O3;302;1.92;3.97;-6.48;5.09;-60
OCNCC1=C(C=C(C=C1)Br)NC(=O)C[NH3+];3/000000526;InChI=1S/C10H14BrN3O2/c11-8-2-1-7(5-13-6-15)9(3-8)14-10(16)4-12/h1-3,13,15H,4-6,12H2,(H,14,16)/p+1;C10H15N3O2Br;289;-0.09;3.47;-4.25;3.58;0
OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NCC[NH3+])/C2;3/000000434;InChI=1S/C14H17N3O3/c15-6-7-16-12(18)5-4-10-8-9-2-1-3-11(14(19)20)13(9)17-10/h1-4,17H,5-8,15H2,(H,16,18)(H,19,20)/p+1/b10-4+;C14H18N3O3;276;0.39;4.45;-4.15;3.58;-40
N1C2=CC(OCC)=CC=C2C/C/1=C\CCN;3/000000283;InChI=1S/C13H18N2O/c1-2-16-12-6-5-10-8-11(4-3-7-14)15-13(10)9-12/h4-6,9,15H,2-3,7-8,14H2,1H3/b11-4+;C13H18N2O;218;1.95;3.29;-1.87;12.00;-80
OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NCC1=CC=CC3=C1C(=O)NC3=O)/C2;3/000000485;InChI=1S/C21H17N3O5/c25-16(22-10-12-4-2-5-14-17(12)20(27)24-19(14)26)8-7-13-9-11-3-1-6-15(21(28)29)18(11)23-13/h1-7,23H,8-10H2,(H,22,25)(H,28,29)(H,24,26,27)/b13-7+;C21H17N3O5;391;1.84;5.35;-9.23;6.45;-60
C1=NC2C(C(=O)O1)=CC=CC=2NC(=O)C/C=C\1/NC2C(C1)=CC=C(C=2)CC;3/000000065;InChI=1S/C21H19N3O3/c1-2-13-6-7-14-11-15(23-18(14)10-13)8-9-19(25)24-17-5-3-4-16-20(17)22-12-27-21(16)26/h3-8,10,12,23H,2,9,11H2,1H3,(H,24,25)/b15-8+;C21H19N3O3;361;2.80;4.88;-6.73;6.45;-100
C1C(=CC=C2C=1C/C(=C\COC(=O)CNC)/N2)CCl;3/000000317;InChI=1S/C14H17ClN2O2/c1-16-9-14(18)19-5-4-12-7-11-6-10(8-15)2-3-13(11)17-12/h2-4,6,16-17H,5,7-9H2,1H3/b12-4+;C14H17N2O2Cl;280;2.01;3.56;0.78;2.35;-60
O[C@H](CCN)CC/C=C\1/NC2C(C1)=CC=CC=2;3/000000417;InChI=1S/C14H20N2O/c15-9-8-13(17)6-3-5-12-10-11-4-1-2-7-14(11)16-12/h1-2,4-5,7,13,16-17H,3,6,8-10,15H2/b12-5+/t13-/m0/s1;C14H20N2O;232;1.65;4.11;1.89;3.58;-190
OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NCC1=CC=CC3=C1C(=O)NC3=O)/C2;3/000000486;InChI=1S/C21H17N3O5/c25-16(22-10-12-4-2-5-14-17(12)20(27)24-19(14)26)8-7-13-9-11-3-1-6-15(21(28)29)18(11)23-13/h1-7,23H,8-10H2,(H,22,25)(H,28,29)(H,24,26,27)/b13-7+;C21H17N3O5;391;1.84;5.39;-8.92;6.45;-60
OC1N=CC=C(C=1)COC1C=CC(=C(C=1)N1C(=CCNC1)C(=O)[O-])CBr;3/000000376;InChI=1S/C18H18BrN3O4/c19-9-13-1-2-14(26-10-12-3-6-21-17(23)7-12)8-16(13)22-11-20-5-4-15(22)18(24)25/h1-4,6-8,20H,5,9-11H2,(H,21,23)(H,24,25)/p-1;C18H17N3O4Br;419;3.01;4.71;-4.07;21.70;-180
N1C2=CC(=CC=C2C/C/1=C\CC(=O)NCCOC)CC;3/000000068;InChI=1S/C16H22N2O2/c1-3-12-4-5-13-11-14(18-15(13)10-12)6-7-16(19)17-8-9-20-2/h4-6,10,18H,3,7-9,11H2,1-2H3,(H,17,19)/b14-6+;C16H22N2O2;274;1.84;3.62;-7.26;3.58;-140
[O-]C(=O)C1=CCNCN1C1C=CC=CC=1C(=O)N;3/000000337;InChI=1S/C12H13N3O3/c13-11(16)8-3-1-2-4-9(8)15-7-14-6-5-10(15)12(17)18/h1-5,14H,6-7H2,(H2,13,16)(H,17,18)/p-1;C12H12N3O3;246;0.40;3.25;-3.78;3.58;-160
OC(=O)C/C=C\1/NC2C(C1)=CC=CC=2CCC;3/000000174;InChI=1S/C14H17NO2/c1-2-4-10-5-3-6-11-9-12(15-14(10)11)7-8-13(16)17/h3,5-7,15H,2,4,8-9H2,1H3,(H,16,17)/b12-7+;C14H17NO2;231;2.59;4.06;-3.61;3.58;-100
C1C=C2C(=C(C=1)CN(CN)C)N/C(=C/CCN)/C2;3/000000284;InChI=1S/C14H22N4/c1-18(10-16)9-12-5-2-4-11-8-13(6-3-7-15)17-14(11)12/h2,4-6,17H,3,7-10,15-16H2,1H3/b13-6+;C14H22N4;246;0.72;3.34;-3.82;14.20;-120
O[C@H](CCN)CC/C=C\1/NC2C(C1)=CC=CC=2;3/000000321;InChI=1S/C14H20N2O/c15-9-8-13(17)6-3-5-12-10-11-4-1-2-7-14(11)16-12/h1-2,4-5,7,13,16-17H,3,6,8-10,15H2/b12-5+/t13-/m0/s1;C14H20N2O;232;1.65;4.11;1.89;3.58;-190
N1CC=C(N(C1)C1C=C(OC)C=CC=1N)C(=O)[O-];3/000000356;InChI=1S/C12H15N3O3/c1-18-8-2-3-9(13)11(6-8)15-7-14-5-4-10(15)12(16)17/h2-4,6,14H,5,7,13H2,1H3,(H,16,17)/p-1;C12H14N3O3;248;0.62;3.40;-2.19;16.20;-180
C1=CC=C2C(=C1)N/C(=C/CC(=O)CC(=O)NC)/C2;3/000000294;InChI=1S/C14H16N2O2/c1-15-14(18)9-12(17)7-6-11-8-10-4-2-3-5-13(10)16-11/h2-6,16H,7-9H2,1H3,(H,15,18)/b11-6+;C14H16N2O2;244;1.01;3.50;-3.43;2.22;-60
C1=NC(=CC=C1N1C(=CCNC1)C(=O)[O-])CCl;3/000000129;InChI=1S/C11H12ClN3O2/c12-5-8-1-2-9(6-14-8)15-7-13-4-3-10(15)11(16)17/h1-3,6,13H,4-5,7H2,(H,16,17)/p-1;C11H11N3O2Cl;252;0.82;3.19;-4.32;15.90;-160
OC(=O)C1C=CC=C2C=1N/C(=C/CBr)/C2;3/000000112;InChI=1S/C11H10BrNO2/c12-5-4-8-6-7-2-1-3-9(11(14)15)10(7)13-8/h1-4,13H,5-6H2,(H,14,15)/b8-4+;C11H10NO2Br;268;2.75;3.17;-2.46;2.22;-60
OC(=O)C1C=CC=C2C=1N/C(=C/CCl)/C2;3/000000018;InChI=1S/C11H10ClNO2/c12-5-4-8-6-7-2-1-3-9(11(14)15)10(7)13-8/h1-4,13H,5-6H2,(H,14,15)/b8-4+;C11H10NO2Cl;223;2.41;3.25;-2.72;2.22;-40
OC/C=C\1/NC2C(C1)=CC=CC=2NC(=O)C1=CC2C(N1)=CC=CC=2;3/000000037;InChI=1S/C19H17N3O2/c23-9-8-14-10-13-5-3-7-16(18(13)20-14)22-19(24)17-11-12-4-1-2-6-15(12)21-17/h1-8,11,20-21,23H,9-10H2,(H,22,24)/b14-8+;C19H17N3O2;319;2.66;4.62;-6.68;19.80;-80
OCCCNCC[C@@H](N)C#CC1=NC(=CN1)Cl;3/000000329;InChI=1S/C11H17ClN4O/c12-10-8-15-11(16-10)3-2-9(13)4-6-14-5-1-7-17/h8-9,14,17H,1,4-7,13H2,(H,15,16)/t9-/m0/s1;C11H17N4OCl;256;0.43;3.30;-5.34;3.58;-150
N1C2=CC(OC)=CC=C2C/C/1=C\CCN;3/000000310;InChI=1S/C12H16N2O/c1-15-11-5-4-9-7-10(3-2-6-13)14-12(9)8-11/h3-5,8,14H,2,6-7,13H2,1H3/b10-3+;C12H16N2O;204;1.53;3.13;-2.67;11.40;-80
OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NCCC(=O)NC)/C2;3/000000469;InChI=1S/C16H19N3O4/c1-17-13(20)7-8-18-14(21)6-5-11-9-10-3-2-4-12(16(22)23)15(10)19-11/h2-5,19H,6-9H2,1H3,(H,17,20)(H,18,21)(H,22,23)/b11-5+;C16H19N3O4;317;0.49;4.34;-7.70;4.94;-60
C1=CC=C(C=C1OC)N1C(=CCNC1)C(=O)[O-];3/000000151;InChI=1S/C12H14N2O3/c1-17-10-4-2-3-9(7-10)14-8-13-6-5-11(14)12(15)16/h2-5,7,13H,6,8H2,1H3,(H,15,16)/p-1;C12H13N2O3;233;1.43;3.46;-1.94;14.80;-180
N1N=NC(=N1)C(=O)OC/C=C\1/NC2C(C1)=CC(=CC=2)OC;3/000000094;InChI=1S/C13H13N5O3/c1-20-10-2-3-11-8(7-10)6-9(14-11)4-5-21-13(19)12-15-17-18-16-12/h2-4,7,14H,5-6H2,1H3,(H,15,16,17,18)/b9-4+;C13H13N5O3;287;2.34;4.02;-0.25;23.80;-60
OC(=O)C/C=C\1/NC2C(C1)=CC=CC=2CCC;3/000000278;InChI=1S/C14H17NO2/c1-2-4-10-5-3-6-11-9-12(15-14(10)11)7-8-13(16)17/h3,5-7,15H,2,4,8-9H2,1H3,(H,16,17)/b12-7+;C14H17NO2;231;2.59;4.06;-3.61;3.58;-100
O=C(C[NH3+])NC1C=C(Br)C=CC=1OC(=O)C;3/000000540;InChI=1S/C10H11BrN2O3/c1-6(14)16-9-3-2-7(11)4-8(9)13-10(15)5-12/h2-4H,5,12H2,1H3,(H,13,15)/p+1;C10H12N2O3Br;288;0.75;3.57;-4.52;2.48;-20
OC(=O)C/C=C\1/NC2C(C1)=CC(=CC=2)CC(=O)N;3/000000421;InChI=1S/C13H14N2O3/c14-12(16)6-8-1-3-11-9(5-8)7-10(15-11)2-4-13(17)18/h1-3,5,15H,4,6-7H2,(H2,14,16)(H,17,18)/b10-2+;C13H14N2O3;246;0.46;3.78;-2.39;3.58;-60
OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NCC1=CN=CN=C1)/C2;3/000000454;InChI=1S/C17H16N4O3/c22-15(20-9-11-7-18-10-19-8-11)5-4-13-6-12-2-1-3-14(17(23)24)16(12)21-13/h1-4,7-8,10,21H,5-6,9H2,(H,20,22)(H,23,24)/b13-4+;C17H16N4O3;324;0.58;4.71;-6.94;5.09;-40
OC[C@H](CC(=O)NC1C=C(Cl)C=C(C=1)CC)N;3/000000529;InChI=1S/C12H17ClN2O2/c1-2-8-3-9(13)5-11(4-8)15-12(17)6-10(14)7-16/h3-5,10,16H,2,6-7,14H2,1H3,(H,15,17)/t10-/m0/s1;C12H17N2O2Cl;256;0.76;3.86;-2.39;2.22;-170
OC(=O)CC/C=C\1/NC2C(C1)=CC=CC=2;3/000000420;InChI=1S/C12H13NO2/c14-12(15)7-3-5-10-8-9-4-1-2-6-11(9)13-10/h1-2,4-6,13H,3,7-8H2,(H,14,15)/b10-5+;C12H13NO2;203;1.93;3.10;-0.57;2.22;-40
C=C1NC2C(C1)=CC(=CC=2)COCCN;3/000000058;InChI=1S/C12H16N2O/c1-9-6-11-7-10(8-15-5-4-13)2-3-12(11)14-9/h2-3,7,14H,1,4-6,8,13H2;C12H16N2O;204;1.18;3.10;-1.97;2.35;-80
C(=C\1/NC2C(C1)=CC=C(C=2)CCC)\C(=O)[O-];3/000000013;InChI=1S/C13H15NO2/c1-2-3-9-4-5-10-7-11(8-13(15)16)14-12(10)6-9/h4-6,8,14H,2-3,7H2,1H3,(H,15,16)/p-1/b11-8+;C13H14NO2;216;2.01;3.04;-3.04;3.58;-120
C1=CC=C(C=C1OC)N1C(=CCNC1)C(=O)[O-];3/000000229;InChI=1S/C12H14N2O3/c1-17-10-4-2-3-9(7-10)14-8-13-6-5-11(14)12(15)16/h2-5,7,13H,6,8H2,1H3,(H,15,16)/p-1;C12H13N2O3;233;1.43;3.40;-2.03;14.80;-180
C1=NNC=C1CC[C@@H](N)C#CC1=NC(=CN1)Cl;3/000000206;InChI=1S/C11H12ClN5/c12-10-7-14-11(17-10)4-3-9(13)2-1-8-5-15-16-6-8/h5-7,9H,1-2,13H2,(H,14,17)(H,15,16)/t9-/m1/s1;C11H12N5Cl;249;1.72;3.09;-3.22;3.58;-150
C1C(=CC=C2C=1C/C(=C\CCOCN)/N2)CCl;3/000000098;InChI=1S/C13H17ClN2O/c14-8-10-3-4-13-11(6-10)7-12(16-13)2-1-5-17-9-15/h2-4,6,16H,1,5,7-9,15H2/b12-2+;C13H17N2OCl;252;2.02;3.32;-3.07;2.35;-60
C1C(=CC=C2C=1C/C(=C\COC(=O)CNC)/N2)CCl;3/000000409;InChI=1S/C14H17ClN2O2/c1-16-9-14(18)19-5-4-12-7-11-6-10(8-15)2-3-13(11)17-12/h2-4,6,16-17H,5,7-9H2,1H3/b12-4+;C14H17N2O2Cl;280;2.01;3.52;0.98;2.35;-60
OC(=O)C1C=CC=C2C=1N/C(=C/CBr)/C2;3/000000280;InChI=1S/C11H10BrNO2/c12-5-4-8-6-7-2-1-3-9(11(14)15)10(7)13-8/h1-4,13H,5-6H2,(H,14,15)/b8-4+;C11H10NO2Br;268;2.75;3.17;-2.46;2.22;-60
C=CCOC1C=CC(=C(C=1)N1C(=CCNC1)C(=O)[O-])CBr;3/000000368;InChI=1S/C15H17BrN2O3/c1-2-7-21-12-4-3-11(9-16)14(8-12)18-10-17-6-5-13(18)15(19)20/h2-5,8,17H,1,6-7,9-10H2,(H,19,20)/p-1;C15H16N2O3Br;352;2.85;3.97;-1.91;19.30;-160
C1=CCNCN1[C@@](CC#CC1=C(Cl)N=CN1)(C(=O)CC)Cl;3/000000134;InChI=1S/C14H16Cl2N4O/c1-2-12(21)14(16,20-8-4-7-17-10-20)6-3-5-11-13(15)19-9-18-11/h4,8-9,17H,2,6-7,10H2,1H3,(H,18,19)/t14-/m0/s1;C14H16N4OCl2;326;2.17;3.90;-5.36;3.58;-190
N1CC=C(N(C1)C1C=NC(=CC=1C)CCl)C(=O)[O-];3/000000366;InChI=1S/C12H14ClN3O2/c1-8-4-9(5-13)15-6-11(8)16-7-14-3-2-10(16)12(17)18/h2,4,6,14H,3,5,7H2,1H3,(H,17,18)/p-1;C12H13N3O2Cl;266;1.04;3.33;-3.48;16.50;-180
OC/C=C\1/NC2C(C1)=CC=CC=2CNC(=O)C;3/000000026;InChI=1S/C13H16N2O2/c1-9(17)14-8-11-4-2-3-10-7-12(5-6-16)15-13(10)11/h2-5,15-16H,6-8H2,1H3,(H,14,17)/b12-5+;C13H16N2O2;232;0.92;3.31;-4.22;14.20;-100
OC(=O)CC1=CC=C2C(=C1)N/C(=C/CCN)/C2;3/000000307;InChI=1S/C13H16N2O2/c14-5-1-2-11-8-10-4-3-9(7-13(16)17)6-12(10)15-11/h2-4,6,15H,1,5,7-8,14H2,(H,16,17)/b11-2+;C13H16N2O2;232;1.04;3.10;-3.22;3.58;-100
N(C(=O)CC#C[C@@H]1NCCOC1)C1=CC=CC(=C1)Cl;3/000000512;InChI=1S/C14H15ClN2O2/c15-11-3-1-4-12(9-11)17-14(18)6-2-5-13-10-19-8-7-16-13/h1,3-4,9,13,16H,6-8,10H2,(H,17,18)/t13-/m0/s1;C14H15N2O2Cl;278;1.36;3.58;-9.86;3.85;-170
OC(=O)[C@H]1C2=CC=CC=C2N/C/1=C/CO;3/000000015;InChI=1S/C11H11NO3/c13-6-5-9-10(11(14)15)7-3-1-2-4-8(7)12-9/h1-5,10,12-13H,6H2,(H,14,15)/b9-5+/t10-/m0/s1;C11H11NO3;205;0.86;3.56;-0.38;12.80;-190
OC(=O)C/C=C\1/NC2C(C1)=CC=CC=2CCC;3/000000277;InChI=1S/C14H17NO2/c1-2-4-10-5-3-6-11-9-12(15-14(10)11)7-8-13(16)17/h3,5-7,15H,2,4,8-9H2,1H3,(H,16,17)/b12-7+;C14H17NO2;231;2.59;3.97;-3.62;3.58;-80
C1=CC=C(C=C1OC)N1C(=CCNC1)C(=O)[O-];3/000000224;InChI=1S/C12H14N2O3/c1-17-10-4-2-3-9(7-10)14-8-13-6-5-11(14)12(15)16/h2-5,7,13H,6,8H2,1H3,(H,15,16)/p-1;C12H13N2O3;233;1.43;3.46;-1.94;14.80;-180
[O-]C(=O)C1=CCNCN1C1C=CC=CC=1C(=O)N;3/000000220;InChI=1S/C12H13N3O3/c13-11(16)8-3-1-2-4-9(8)15-7-14-6-5-10(15)12(17)18/h1-5,14H,6-7H2,(H2,13,16)(H,17,18)/p-1;C12H12N3O3;246;0.40;3.25;-3.93;3.58;-160
