SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
OCC#CC1=C(OC=C1)[C@@H](C1=N[N]C(=[NH2])N1CF)O;3/000000050;InChI=1S/C11H11FN4O3/c12-6-16-10(14-15-11(16)13)8(18)9-7(2-1-4-17)3-5-19-9/h3,5,8,17-18H,4,6,13H2/t8-/m0/s1;C11H11N4O3F;266;-0.23;3.49;-3.77;2.22;-170
OC/C=C\1/NC2C(C1)=CC=C(C=2)CC(=O)C;3/000000008;InChI=1S/C13H15NO2/c1-9(16)6-10-2-3-11-8-12(4-5-15)14-13(11)7-10/h2-4,7,14-15H,5-6,8H2,1H3/b12-4+;C13H15NO2;217;1.21;3.42;-3.05;3.58;-120
C1=CCNCN1[C@@](CC#CC1=C(Cl)N=CN1)(C(=O)CC)Cl;3/000000235;InChI=1S/C14H16Cl2N4O/c1-2-12(21)14(16,20-8-4-7-17-10-20)6-3-5-11-13(15)19-9-18-11/h4,8-9,17H,2,6-7,10H2,1H3,(H,18,19)/t14-/m0/s1;C14H16N4OCl2;326;2.17;3.86;-5.61;3.58;-190
N(C(=O)CC#C[C@@H]1NCCOC1)C1=CC=CC(=C1)Cl;3/000000511;InChI=1S/C14H15ClN2O2/c15-11-3-1-4-12(9-11)17-14(18)6-2-5-13-10-19-8-7-16-13/h1,3-4,9,13,16H,6-8,10H2,(H,17,18)/t13-/m0/s1;C14H15N2O2Cl;278;1.36;3.82;-8.73;3.85;-170
C1C(=CC=C2C=1C/C(=C\COC(=O)CN)/N2)COC;3/000000097;InChI=1S/C14H18N2O3/c1-18-9-10-2-3-13-11(6-10)7-12(16-13)4-5-19-14(17)8-15/h2-4,6,16H,5,7-9,15H2,1H3/b12-4+;C14H18N2O3;262;0.86;3.58;0.36;16.00;-80
OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NCC(=O)N)/C2;3/000000441;InChI=1S/C14H15N3O4/c15-11(18)7-16-12(19)5-4-9-6-8-2-1-3-10(14(20)21)13(8)17-9/h1-4,17H,5-7H2,(H2,15,18)(H,16,19)(H,20,21)/b9-4+;C14H15N3O4;289;-0.18;4.39;-4.55;3.58;-40
C1=NC(=CC=C1N1C(=CCNC1)C(=O)[O-])CCl;3/000000354;InChI=1S/C11H12ClN3O2/c12-5-8-1-2-9(6-14-8)15-7-13-4-3-10(15)11(16)17/h1-3,6,13H,4-5,7H2,(H,16,17)/p-1;C11H11N3O2Cl;252;0.82;3.19;-3.25;15.90;-160
OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NCC1=CN=CN=C1)/C2;3/000000455;InChI=1S/C17H16N4O3/c22-15(20-9-11-7-18-10-19-8-11)5-4-13-6-12-2-1-3-14(17(23)24)16(12)21-13/h1-4,7-8,10,21H,5-6,9H2,(H,20,22)(H,23,24)/b13-4+;C17H16N4O3;324;0.58;4.73;-6.49;5.09;-40
N1CC=C(N(C1)C1C=NC(=CC=1C)CCl)C(=O)[O-];3/000000231;InChI=1S/C12H14ClN3O2/c1-8-4-9(5-13)15-6-11(8)16-7-14-3-2-10(16)12(17)18/h2,4,6,14H,3,5,7H2,1H3,(H,17,18)/p-1;C12H13N3O2Cl;266;1.04;3.33;-3.48;16.50;-180
C1N=CC=CC=1NC(=O)C/C=C\1/NC2C(C1)=CC=C(C=2)CC;3/000000292;InChI=1S/C18H19N3O/c1-2-13-5-6-14-11-15(20-17(14)10-13)7-8-18(22)21-16-4-3-9-19-12-16/h3-7,9-10,12,20H,2,8,11H2,1H3,(H,21,22)/b15-7+;C18H19N3O;293;2.34;4.48;-3.79;4.94;-60
N1C2=CC(=CC=C2C/C/1=C\CC(=O)NCCOC)CC;3/000000072;InChI=1S/C16H22N2O2/c1-3-12-4-5-13-11-14(18-15(13)10-12)6-7-16(19)17-8-9-20-2/h4-6,10,18H,3,7-9,11H2,1-2H3,(H,17,19)/b14-6+;C16H22N2O2;274;1.84;3.61;-7.69;3.58;-140
OC1C=CC(=CC=1N1C(=CCNC1)C(=O)[O-])OC;3/000000385;InChI=1S/C12H14N2O4/c1-18-8-2-3-11(15)10(6-8)14-7-13-5-4-9(14)12(16)17/h2-4,6,13,15H,5,7H2,1H3,(H,16,17)/p-1;C12H13N2O4;249;1.03;3.37;-1.93;16.00;-180
OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NCCC(=O)NC)/C2;3/000000468;InChI=1S/C16H19N3O4/c1-17-13(20)7-8-18-14(21)6-5-11-9-10-3-2-4-12(16(22)23)15(10)19-11/h2-5,19H,6-9H2,1H3,(H,17,20)(H,18,21)(H,22,23)/b11-5+;C16H19N3O4;317;0.49;4.16;-7.75;4.94;-60
C1=NC(=CC=C1N1C(=CCNC1)C(=O)[O-])CCl;3/000000350;InChI=1S/C11H12ClN3O2/c12-5-8-1-2-9(6-14-8)15-7-13-4-3-10(15)11(16)17/h1-3,6,13H,4-5,7H2,(H,16,17)/p-1;C11H11N3O2Cl;252;0.82;3.20;-2.74;15.90;-160
OC/C=C\1/NC2C(C1)=CC=CC=2CNC(=O)C;3/000000028;InChI=1S/C13H16N2O2/c1-9(17)14-8-11-4-2-3-10-7-12(5-6-16)15-13(10)11/h2-5,15-16H,6-8H2,1H3,(H,14,17)/b12-5+;C13H16N2O2;232;0.92;3.31;-4.35;14.20;-120
[O-]C(=O)C1=CCNCN1C1=CC=C(C(=C1)OC)F;3/000000361;InChI=1S/C12H13FN2O3/c1-18-11-6-8(2-3-9(11)13)15-7-14-5-4-10(15)12(16)17/h2-4,6,14H,5,7H2,1H3,(H,16,17)/p-1;C12H12N2O3F;251;1.59;3.46;-2.52;17.50;-180
OCCNC(=O)C/C=C\1/NC2C(C1)=CC=CC=2;3/000000301;InChI=1S/C13H16N2O2/c16-8-7-14-13(17)6-5-11-9-10-3-1-2-4-12(10)15-11/h1-5,15-16H,6-9H2,(H,14,17)/b11-5+;C13H16N2O2;232;0.84;3.61;2.30;2.22;-40
C1=NC(=CC=C1N1C(=CCNC1)C(=O)[O-])CCl;3/000000221;InChI=1S/C11H12ClN3O2/c12-5-8-1-2-9(6-14-8)15-7-13-4-3-10(15)11(16)17/h1-3,6,13H,4-5,7H2,(H,16,17)/p-1;C11H11N3O2Cl;252;0.82;3.25;-2.42;15.90;-160
OCNCC1=C(C=C(C=C1)Br)NC(=O)C[NH3+];3/000000523;InChI=1S/C10H14BrN3O2/c11-8-2-1-7(5-13-6-15)9(3-8)14-10(16)4-12/h1-3,13,15H,4-6,12H2,(H,14,16)/p+1;C10H15N3O2Br;289;-0.09;3.42;-4.98;3.58;0
C#CCC(=O)NC1=CC=C(C(=C1)Cl)CN;3/000000504;InChI=1S/C11H11ClN2O/c1-2-3-11(15)14-9-5-4-8(7-13)10(12)6-9/h1,4-6H,3,7,13H2,(H,14,15);C11H11N2OCl;222;1.11;3.10;-5.77;2.22;0
C1=NC(=CC=C1N1C(=CCNC1)C(=O)[O-])CCl;3/000000359;InChI=1S/C11H12ClN3O2/c12-5-8-1-2-9(6-14-8)15-7-13-4-3-10(15)11(16)17/h1-3,6,13H,4-5,7H2,(H,16,17)/p-1;C11H11N3O2Cl;252;0.82;3.19;-4.32;15.90;-160
C1N=C(OC(=O)C/C=C\2/NC3C(C2)=CC=CC=3)C2=C(N=1)NC=N2;3/000000319;InChI=1S/C16H13N5O2/c22-13(23-16-14-15(18-8-17-14)19-9-20-16)6-5-11-7-10-3-1-2-4-12(10)21-11/h1-5,8-9,21H,6-7H2,(H,17,18,19,20)/b11-5+;C16H13N5O2;307;2.10;4.51;-5.17;4.81;-40
OC(=O)C/C=C\1/NC2C(C1)=CC=CC=2C;3/000000401;InChI=1S/C12H13NO2/c1-8-3-2-4-9-7-10(13-12(8)9)5-6-11(14)15/h2-5,13H,6-7H2,1H3,(H,14,15)/b10-5+;C12H13NO2;203;1.98;4.03;-1.88;3.58;-60
N1CC=C(N(C1)C1C=NC(=CC=1CC)CCl)C(=O)[O-];3/000000233;InChI=1S/C13H16ClN3O2/c1-2-9-5-10(6-14)16-7-12(9)17-8-15-4-3-11(17)13(18)19/h3,5,7,15H,2,4,6,8H2,1H3,(H,18,19)/p-1;C13H15N3O2Cl;280;1.30;3.42;-3.23;17.10;-180
N1CC=C(N(C1)C1=CC=C(N=C1C)C=C)C(=O)[O-];3/000000365;InChI=1S/C13H15N3O2/c1-3-10-4-5-11(9(2)15-10)16-8-14-7-6-12(16)13(17)18/h3-6,14H,1,7-8H2,2H3,(H,17,18)/p-1;C13H14N3O2;244;1.18;3.33;-3.42;16.40;-180
N1CC=C(N(C1)C1=CC=C(C=C1)CCCOC)C(=O)[O-];3/000000342;InChI=1S/C15H20N2O3/c1-20-10-2-3-12-4-6-13(7-5-12)17-11-16-9-8-14(17)15(18)19/h4-8,16H,2-3,9-11H2,1H3,(H,18,19)/p-1;C15H19N2O3;275;1.74;3.83;-0.66;16.60;-180
C1C(OCC2=NC=CC(=C2)C(=O)N)=CC(=CC=1)N1C(=CCNC1)C(=O)[O-];3/000000246;InChI=1S/C18H18N4O4/c19-17(23)12-4-7-21-13(8-12)10-26-15-3-1-2-14(9-15)22-11-20-6-5-16(22)18(24)25/h1-5,7-9,20H,6,10-11H2,(H2,19,23)(H,24,25)/p-1;C18H17N4O4;353;0.87;4.92;-2.59;22.40;-180
O[C@H](CCN)CC/C=C\1/NC2C(C1)=CC=CC=2;3/000000322;InChI=1S/C14H20N2O/c15-9-8-13(17)6-3-5-12-10-11-4-1-2-7-14(11)16-12/h1-2,4-5,7,13,16-17H,3,6,8-10,15H2/b12-5+/t13-/m0/s1;C14H20N2O;232;1.65;4.13;2.44;3.58;-190
OCC1=CC=C2C(=C1)C/C(=C\COC(=O)C(F)F)/N2;3/000000297;InChI=1S/C13H13F2NO3/c14-12(15)13(18)19-4-3-10-6-9-5-8(7-17)1-2-11(9)16-10/h1-3,5,12,16-17H,4,6-7H2/b10-3+;C13H13NO3F2;269;1.69;3.43;1.22;19.40;-190
OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NCC1=CN=CN=C1)/C2;3/000000451;InChI=1S/C17H16N4O3/c22-15(20-9-11-7-18-10-19-8-11)5-4-13-6-12-2-1-3-14(17(23)24)16(12)21-13/h1-4,7-8,10,21H,5-6,9H2,(H,20,22)(H,23,24)/b13-4+;C17H16N4O3;324;0.58;4.65;-6.34;5.09;-40
[O-]C(=O)C1=CCNCN1C1C=CC=CC=1C(=O)N;3/000000148;InChI=1S/C12H13N3O3/c13-11(16)8-3-1-2-4-9(8)15-7-14-6-5-10(15)12(17)18/h1-5,14H,6-7H2,(H2,13,16)(H,17,18)/p-1;C12H12N3O3;246;0.40;3.25;-3.93;3.58;-160
OC(=O)C/C=C\1/NC2C(C1)=CC=CC=2CCC;3/000000412;InChI=1S/C14H17NO2/c1-2-4-10-5-3-6-11-9-12(15-14(10)11)7-8-13(16)17/h3,5-7,15H,2,4,8-9H2,1H3,(H,16,17)/b12-7+;C14H17NO2;231;2.59;4.20;-3.21;3.58;-80
OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NCCC(=O)NC)/C2;3/000000470;InChI=1S/C16H19N3O4/c1-17-13(20)7-8-18-14(21)6-5-11-9-10-3-2-4-12(16(22)23)15(10)19-11/h2-5,19H,6-9H2,1H3,(H,17,20)(H,18,21)(H,22,23)/b11-5+;C16H19N3O4;317;0.49;4.41;-7.45;4.94;-60
OCC#CC1=C(OC=C1)[C@@H](C1=N[N]C(=[NH2])N1CF)O;3/000000049;InChI=1S/C11H11FN4O3/c12-6-16-10(14-15-11(16)13)8(18)9-7(2-1-4-17)3-5-19-9/h3,5,8,17-18H,4,6,13H2/t8-/m0/s1;C11H11N4O3F;266;-0.23;3.50;-3.59;2.22;-170
OCCC1N=CC(=CC=1)N1C(=CCNC1)C(=O)[O-];3/000000044;InChI=1S/C12H15N3O3/c16-6-4-9-1-2-10(7-14-9)15-8-13-5-3-11(15)12(17)18/h1-3,7,13,16H,4-6,8H2,(H,17,18)/p-1;C12H14N3O3;248;-0.30;3.61;-1.98;16.00;-160
OCC1C=CC=C2C=1N/C(=C/COC(=O)CCCCCC)/C2;3/000000326;InChI=1S/C18H25NO3/c1-2-3-4-5-9-17(21)22-11-10-16-12-14-7-6-8-15(13-20)18(14)19-16/h6-8,10,19-20H,2-5,9,11-13H2,1H3/b16-10+;C18H25NO3;303;3.13;3.99;-1.38;17.00;-60
OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NC)/C2;3/000000057;InChI=1S/C13H14N2O3/c1-14-11(16)6-5-9-7-8-3-2-4-10(13(17)18)12(8)15-9/h2-5,15H,6-7H2,1H3,(H,14,16)(H,17,18)/b9-5+;C13H14N2O3;246;1.16;4.47;-3.34;3.58;-60
C#CCC(=O)NC1=CC=C(C(=C1)Cl)CN;3/000000502;InChI=1S/C11H11ClN2O/c1-2-3-11(15)14-9-5-4-8(7-13)10(12)6-9/h1,4-6H,3,7,13H2,(H,14,15);C11H11N2OCl;222;1.11;3.24;-4.43;2.22;0
OC(=O)C/C=C\1/NC2C(C1)=CC=CC=2CCC;3/000000169;InChI=1S/C14H17NO2/c1-2-4-10-5-3-6-11-9-12(15-14(10)11)7-8-13(16)17/h3,5-7,15H,2,4,8-9H2,1H3,(H,16,17)/b12-7+;C14H17NO2;231;2.59;4.20;-3.21;3.58;-80
C1C(=CC=C2C=1C/C(=C\COC(=O)CN)/N2)CCl;3/000000286;InChI=1S/C13H15ClN2O2/c14-7-9-1-2-12-10(5-9)6-11(16-12)3-4-18-13(17)8-15/h1-3,5,16H,4,6-8,15H2/b11-3+;C13H15N2O2Cl;266;1.62;3.80;-0.32;2.35;-40
C1=CCNCN1[C@@](CC#CC1=C(Cl)N=CN1)(C(=O)CC)Cl;3/000000338;InChI=1S/C14H16Cl2N4O/c1-2-12(21)14(16,20-8-4-7-17-10-20)6-3-5-11-13(15)19-9-18-11/h4,8-9,17H,2,6-7,10H2,1H3,(H,18,19)/t14-/m0/s1;C14H16N4OCl2;326;2.17;3.86;-5.62;3.58;-170
N1C2=CC(=CC=C2C/C/1=C\CC(=O)NCCOC)CC;3/000000079;InChI=1S/C16H22N2O2/c1-3-12-4-5-13-11-14(18-15(13)10-12)6-7-16(19)17-8-9-20-2/h4-6,10,18H,3,7-9,11H2,1-2H3,(H,17,19)/b14-6+;C16H22N2O2;274;1.84;3.68;-5.66;3.58;-140
C1=C(OC(=N1)C=C)COC1C=CC=C(C=1)N1C(=CCNC1)C(=O)[O-];3/000000369;InChI=1S/C17H17N3O4/c1-2-16-19-9-14(24-16)10-23-13-5-3-4-12(8-13)20-11-18-7-6-15(20)17(21)22/h2-6,8-9,18H,1,7,10-11H2,(H,21,22)/p-1;C17H16N3O4;326;1.51;4.69;-3.01;24.40;-160
[O-]C(=O)C1=CCNCN1C1C=CC=CC=1C(=O)N;3/000000217;InChI=1S/C12H13N3O3/c13-11(16)8-3-1-2-4-9(8)15-7-14-6-5-10(15)12(17)18/h1-5,14H,6-7H2,(H2,13,16)(H,17,18)/p-1;C12H12N3O3;246;0.40;3.25;-3.78;3.58;-160
N1C2=CC(=CC=C2C/C/1=C\CC(=O)NCCOC)CC;3/000000074;InChI=1S/C16H22N2O2/c1-3-12-4-5-13-11-14(18-15(13)10-12)6-7-16(19)17-8-9-20-2/h4-6,10,18H,3,7-9,11H2,1-2H3,(H,17,19)/b14-6+;C16H22N2O2;274;1.84;3.61;-7.74;3.58;-140
OC(=O)C/C=C\1/NC2C(C1)=CC=CC=2C;3/000000403;InChI=1S/C12H13NO2/c1-8-3-2-4-9-7-10(13-12(8)9)5-6-11(14)15/h2-5,13H,6-7H2,1H3,(H,14,15)/b10-5+;C12H13NO2;203;1.98;3.93;-1.58;3.58;-60
OC(=O)C/C=C\1/NC2C(C1)=CC=CC=2;3/000000393;InChI=1S/C11H11NO2/c13-11(14)6-5-9-7-8-3-1-2-4-10(8)12-9/h1-5,12H,6-7H2,(H,13,14)/b9-5+;C11H11NO2;189;1.76;3.77;-2.12;2.22;-40
OCCNC(=O)C/C=C\1/NC2C(C1)=CC=CC=2;3/000000392;InChI=1S/C13H16N2O2/c16-8-7-14-13(17)6-5-11-9-10-3-1-2-4-12(10)15-11/h1-5,15-16H,6-9H2,(H,14,17)/b11-5+;C13H16N2O2;232;0.84;3.61;2.30;2.22;-40
OC(=O)C/C=C\1/NC2C(C1)=CC(=CC=2)NC(=O)N;3/000000107;InChI=1S/C12H13N3O3/c13-12(18)15-9-1-3-10-7(6-9)5-8(14-10)2-4-11(16)17/h1-3,6,14H,4-5H2,(H,16,17)(H3,13,15,18)/b8-2+;C12H13N3O3;247;0.13;3.98;-0.93;17.20;-60
N(CCCC1=CC=C(C=C1)N1C(=CCNC1)C(=O)[O-])C;3/000000251;InChI=1S/C15H21N3O2/c1-16-9-2-3-12-4-6-13(7-5-12)18-11-17-10-8-14(18)15(19)20/h4-8,16-17H,2-3,9-11H2,1H3,(H,19,20)/p-1;C15H20N3O2;274;1.55;3.77;-0.93;16.80;-180
OC(=O)C/C=C\1/NC2C(C1)=CC(=CC=2)CC(=O)N;3/000000261;InChI=1S/C13H14N2O3/c14-12(16)6-8-1-3-11-9(5-8)7-10(15-11)2-4-13(17)18/h1-3,5,15H,4,6-7H2,(H2,14,16)(H,17,18)/b10-2+;C13H14N2O3;246;0.46;4.24;-1.17;3.58;-60
OC(=O)C/C=C\1/NC2C(C1)=CC(=CC=2)CC(=O)N;3/000000105;InChI=1S/C13H14N2O3/c14-12(16)6-8-1-3-11-9(5-8)7-10(15-11)2-4-13(17)18/h1-3,5,15H,4,6-7H2,(H2,14,16)(H,17,18)/b10-2+;C13H14N2O3;246;0.46;4.30;-0.91;3.58;-60
OCNCCC1=CC=C2C(=C1)C/C(=C\CO)/N2;3/000000482;InChI=1S/C13H18N2O2/c16-6-4-12-8-11-7-10(3-5-14-9-17)1-2-13(11)15-12/h1-2,4,7,14-17H,3,5-6,8-9H2/b12-4+;C13H18N2O2;234;0.62;3.28;-2.04;3.58;-60
N1C2=CC(OC)=CC=C2C/C/1=C\CCN;3/000000309;InChI=1S/C12H16N2O/c1-15-11-5-4-9-7-10(3-2-6-13)14-12(9)8-11/h3-5,8,14H,2,6-7,13H2,1H3/b10-3+;C12H16N2O;204;1.53;3.12;-1.78;11.40;-80
OCNCC1=C(C=C(C=C1)Br)NC(=O)C[NH3+];3/000000522;InChI=1S/C10H14BrN3O2/c11-8-2-1-7(5-13-6-15)9(3-8)14-10(16)4-12/h1-3,13,15H,4-6,12H2,(H,14,16)/p+1;C10H15N3O2Br;289;-0.09;3.39;-5.33;3.58;0
OC1C=CC(=CC=1N1C(=CCNC1)C(=O)[O-])OC;3/000000382;InChI=1S/C12H14N2O4/c1-18-8-2-3-11(15)10(6-8)14-7-13-5-4-9(14)12(16)17/h2-4,6,13,15H,5,7H2,1H3,(H,16,17)/p-1;C12H13N2O4;249;1.03;3.40;-2.31;16.00;-180
OC/C=C\1/NC2C(C1)=CC=C(C=2)CNCNC;3/000000022;InChI=1S/C13H19N3O/c1-14-9-15-8-10-2-3-11-7-12(4-5-17)16-13(11)6-10/h2-4,6,14-17H,5,7-9H2,1H3/b12-4+;C13H19N3O;233;0.78;3.14;-4.22;13.40;-120
OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NCC[NH3+])/C2;3/000000432;InChI=1S/C14H17N3O3/c15-6-7-16-12(18)5-4-10-8-9-2-1-3-11(14(19)20)13(9)17-10/h1-4,17H,5-8,15H2,(H,16,18)(H,19,20)/p+1/b10-4+;C14H18N3O3;276;0.39;4.43;-4.24;3.58;-40
OC(=O)C/C=C\1/NC2C(C1)=CC=C(C=2)CC;3/000000024;InChI=1S/C13H15NO2/c1-2-9-3-4-10-8-11(5-6-13(15)16)14-12(10)7-9/h3-5,7,14H,2,6,8H2,1H3,(H,15,16)/b11-5+;C13H15NO2;217;2.24;3.70;-2.90;3.58;-80
N1C2=CC(=CC=C2C/C/1=C\CC(=O)NCCOC)CC;3/000000082;InChI=1S/C16H22N2O2/c1-3-12-4-5-13-11-14(18-15(13)10-12)6-7-16(19)17-8-9-20-2/h4-6,10,18H,3,7-9,11H2,1-2H3,(H,17,19)/b14-6+;C16H22N2O2;274;1.84;3.69;-6.10;3.58;-140
N1C2=CC(=CC=C2C/C/1=C\CC(=O)NCCOC)CC;3/000000084;InChI=1S/C16H22N2O2/c1-3-12-4-5-13-11-14(18-15(13)10-12)6-7-16(19)17-8-9-20-2/h4-6,10,18H,3,7-9,11H2,1-2H3,(H,17,19)/b14-6+;C16H22N2O2;274;1.84;3.63;-6.87;3.58;-160
OCC(=O)OC1=CC=C2C(=C1)C/C(=C\CC(=O)N)/N2;3/000000328;InChI=1S/C13H14N2O4/c14-12(17)4-1-9-5-8-6-10(19-13(18)7-16)2-3-11(8)15-9/h1-3,6,15-16H,4-5,7H2,(H2,14,17)/b9-1+;C13H14N2O4;262;-0.22;3.54;-0.97;17.60;-80
C1=CCNCN1[C@@](CC#CC1=C(Cl)N=CN1)(C(=O)CC)Cl;3/000000133;InChI=1S/C14H16Cl2N4O/c1-2-12(21)14(16,20-8-4-7-17-10-20)6-3-5-11-13(15)19-9-18-11/h4,8-9,17H,2,6-7,10H2,1H3,(H,18,19)/t14-/m0/s1;C14H16N4OCl2;326;2.17;3.86;-5.62;3.58;-170
N1N=NC(=N1)C(=O)OC/C=C\1/NC2C(C1)=CC(=CC=2)OC;3/000000095;InChI=1S/C13H13N5O3/c1-20-10-2-3-11-8(7-10)6-9(14-11)4-5-21-13(19)12-15-17-18-16-12/h2-4,7,14H,5-6H2,1H3,(H,15,16,17,18)/b9-4+;C13H13N5O3;287;2.34;4.02;0.46;23.80;-60
C1N=CC=CC=1NC(=O)C/C=C\1/NC2C(C1)=CC=C(C=2)CC;3/000000290;InChI=1S/C18H19N3O/c1-2-13-5-6-14-11-15(20-17(14)10-13)7-8-18(22)21-16-4-3-9-19-12-16/h3-7,9-10,12,20H,2,8,11H2,1H3,(H,21,22)/b15-7+;C18H19N3O;293;2.34;4.61;-3.53;4.94;-60
OCC1C=CC=C2C=1N/C(=C/COC(=O)CCC)/C2;3/000000087;InChI=1S/C15H19NO3/c1-2-4-14(18)19-8-7-13-9-11-5-3-6-12(10-17)15(11)16-13/h3,5-7,16-17H,2,4,8-10H2,1H3/b13-7+;C15H19NO3;261;2.06;3.67;-1.00;15.20;-60
C1C(=CC=C2C=1C/C(=C\COC(=O)CN)/N2)CCl;3/000000400;InChI=1S/C13H15ClN2O2/c14-7-9-1-2-12-10(5-9)6-11(16-12)3-4-18-13(17)8-15/h1-3,5,16H,4,6-8,15H2/b11-3+;C13H15N2O2Cl;266;1.62;3.45;1.57;2.35;-40
N1CC=C(N(C1)C1C=NC(=CC=1CC)CCl)C(=O)[O-];3/000000135;InChI=1S/C13H16ClN3O2/c1-2-9-5-10(6-14)16-7-12(9)17-8-15-4-3-11(17)13(18)19/h3,5,7,15H,2,4,6,8H2,1H3,(H,18,19)/p-1;C13H15N3O2Cl;280;1.30;3.42;-3.23;17.10;-180
OCCC1N=CC(=CC=1)N1C(=CCNC1)C(=O)[O-];3/000000045;InChI=1S/C12H15N3O3/c16-6-4-9-1-2-10(7-14-9)15-8-13-5-3-11(15)12(17)18/h1-3,7,13,16H,4-6,8H2,(H,17,18)/p-1;C12H14N3O3;248;-0.30;3.47;-2.22;16.00;-160
OC(=O)C/C=C\1/NC2C(C1)=CC(=CC=2)CC(=O)N;3/000000418;InChI=1S/C13H14N2O3/c14-12(16)6-8-1-3-11-9(5-8)7-10(15-11)2-4-13(17)18/h1-3,5,15H,4,6-7H2,(H2,14,16)(H,17,18)/b10-2+;C13H14N2O3;246;0.46;3.88;-2.71;3.58;-60
N1C2=CC(=CC=C2C/C/1=C\CC(=O)NCCOC)CC;3/000000083;InChI=1S/C16H22N2O2/c1-3-12-4-5-13-11-14(18-15(13)10-12)6-7-16(19)17-8-9-20-2/h4-6,10,18H,3,7-9,11H2,1-2H3,(H,17,19)/b14-6+;C16H22N2O2;274;1.84;3.67;-6.68;3.58;-160
C1C=CC(=C(C=1)/C=C/CN)N1C(=CCNC1)C(=O)[O-];3/000000138;InChI=1S/C14H17N3O2/c15-8-3-5-11-4-1-2-6-12(11)17-10-16-9-7-13(17)14(18)19/h1-7,16H,8-10,15H2,(H,18,19)/p-1/b5-3+;C14H16N3O2;258;1.24;3.51;-5.10;17.20;-200
C1=NC=CN1CCNC(=O)C/C=C\1/NC2C(C1)=CC=C(C=2)CC;3/000000177;InChI=1S/C18H22N4O/c1-2-14-3-4-15-12-16(21-17(15)11-14)5-6-18(23)20-8-10-22-9-7-19-13-22/h3-5,7,9,11,13,21H,2,6,8,10,12H2,1H3,(H,20,23)/b16-5+;C18H22N4O;310;2.08;4.38;-5.86;5.09;-60
OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NCC1=CN=CN=C1)/C2;3/000000452;InChI=1S/C17H16N4O3/c22-15(20-9-11-7-18-10-19-8-11)5-4-13-6-12-2-1-3-14(17(23)24)16(12)21-13/h1-4,7-8,10,21H,5-6,9H2,(H,20,22)(H,23,24)/b13-4+;C17H16N4O3;324;0.58;4.69;-6.64;5.09;-40
OC(=O)C/C=C\1/NC2C(C1)=CC=CC=2C;3/000000264;InChI=1S/C12H13NO2/c1-8-3-2-4-9-7-10(13-12(8)9)5-6-11(14)15/h2-5,13H,6-7H2,1H3,(H,14,15)/b10-5+;C12H13NO2;203;1.98;3.93;-1.58;3.58;-60
OC(=O)C1C=CC=C2C=1N/C(=C/CC(=O)NCC(=O)N)/C2;3/000000440;InChI=1S/C14H15N3O4/c15-11(18)7-16-12(19)5-4-9-6-8-2-1-3-10(14(20)21)13(8)17-9/h1-4,17H,5-7H2,(H2,15,18)(H,16,19)(H,20,21)/b9-4+;C14H15N3O4;289;-0.18;4.40;-4.70;3.58;-40
N(C(=O)CC#C[C@@H]1NCCOC1)C1=CC=CC(=C1)Cl;3/000000509;InChI=1S/C14H15ClN2O2/c15-11-3-1-4-12(9-11)17-14(18)6-2-5-13-10-19-8-7-16-13/h1,3-4,9,13,16H,6-8,10H2,(H,17,18)/t13-/m0/s1;C14H15N2O2Cl;278;1.36;3.58;-8.97;3.85;-170
OC(=O)C/C=C\1/NC2C(C1)=CC=CC=2CCC;3/000000102;InChI=1S/C14H17NO2/c1-2-4-10-5-3-6-11-9-12(15-14(10)11)7-8-13(16)17/h3,5-7,15H,2,4,8-9H2,1H3,(H,16,17)/b12-7+;C14H17NO2;231;2.59;3.88;-3.10;3.58;-80
O=C(C[NH3+])NC1C=C(Br)C=C(C=1)C1=C(Cl)C=NN1;3/000000496;InChI=1S/C11H10BrClN4O/c12-7-1-6(11-9(13)5-15-17-11)2-8(3-7)16-10(18)4-14/h1-3,5H,4,14H2,(H,15,17)(H,16,18)/p+1;C11H11N4OClBr;330;2.23;3.87;-6.44;3.58;-160
[O-]C(=O)C1=CCNCN1C1C=CC=CC=1C(=O)N;3/000000216;InChI=1S/C12H13N3O3/c13-11(16)8-3-1-2-4-9(8)15-7-14-6-5-10(15)12(17)18/h1-5,14H,6-7H2,(H2,13,16)(H,17,18)/p-1;C12H12N3O3;246;0.40;3.28;-4.00;3.58;-160
OCCCNCC[C@@H](N)C#CC1=NC(=CN1)Cl;3/000000330;InChI=1S/C11H17ClN4O/c12-10-8-15-11(16-10)3-2-9(13)4-6-14-5-1-7-17/h8-9,14,17H,1,4-7,13H2,(H,15,16)/t9-/m0/s1;C11H17N4OCl;256;0.43;3.43;-3.93;3.58;-150
